aval;msg
-1;Atendimento porco! Não recomendo a @Dell pra ninguém mais! Decepcionado! Precisando urgente do meu note, comprometendo meu trabalho...putz
-1;@telmachristiane esse foi o meu primeiro note Dell. Não foi uma experiência muito boa. Tenho um outro Acer que nunca deu problema.
-1;Alegria com o Win10 no note > Vejo q nao consigo mais ajustar o brilho da tela > descubro que a Dell não atualizou todos drivers > fudeo
-1;A @Dell se recusou a prestar suporte do meu note pois atualizei meu Windows para o 10 com a chave fornecida por eles mesmos! Que escroto!
-1;"@platoniaco Aham!! E eu dei azar acho meu note vive dando problema e a assistência da Dell fala que é "" incompatibilidade com W 8.1"""
-1;não estou conseguindo assistir séries no note, Dell seus inuteis
-1;Nunca vi um note recém novo travar como esse velho, ainda é da Dell
-1;A maldita dell não me deixa carregar a bateria do note. E amanhã não vai ter luz.
-1;Eras a Dell demorar menos pra atualizar o note. Isso eras muito.
-1;@tocadolobo @proveisso meu note dell também começou a reiniciar do nada com o problema 0xc000021a :(
-1;Pela terceira vez em 9 meses, recebo a visita do suporte da #Dell e fico, mais uma vez, sem note. Nada resolvido. Obrigada, @DellnoBrasil
-1;Eu achava que a @Dell era boa, até HD de 1TB do meu Inspiron 14 morrer de vez... E agora, será que eu compro um Acer como meu próximo note??
-1;E esse meu note novo, i7 quinta geracao, ssd e a porra da webcam nao funciona (y) que beleza hein dell
-1;jess retweetou Dell no Brasil Gnt n confia nesse papo da Dell de melhor suporte n, os técnicos fizeram uma zorra no meu note e eu tive q me virar  jess adicionou, Dell no Brasil @DellnoBrasil O futuro da sua empresa depen
-1;Cara não é pq tenho note da dell que quero propaganinha de 5 em 5 min no meu pc obrigada denada
-1;Qual é o problema da Dell com o Windows 8.1, hein? Já é o segundo note que vejo que dá problema com essa versão...
-1;Ainda tô processando o que a Dell queria me cobrar pra trocar a tela do meu note!! Sério!! Tô chocada!!
-1;A Dell enlouqueceu! Quer me cobrar R$ 1.603,29 só pra trocar a tela de um note que paguei R$ 2.300! Choro ou do risada?
-1;NAO DE DELL https://notegraphy.com/Wifilles93/note/1837870 …  Link permanente da imagem incorporada
-1;@coisasdogeek @DellnoBrasil Eu gostava mais da Dell quando era possível montar o PC/note com as configurações desejadas.
-1;pelo amor e Deus! como a Dell faz note tão ruim. sos ! MAC
-1;Por que note da dell e tão ruim?
-1;Meu note era tao bonitinho quando chegou..agora ta uma desgraça pra remover todos esses virus. Quase mandando pra dell ):
-1;@PeleArrepiada @Dell Meu note tá com 2 anos e 2 meses. Já tá caducando. Que é isso!!! Praticamente só uso word e internet!
-1;Caraca o meu note tá dando #trabalho para o #tecnico.  Isso porque é #dell...
-1;eu burra, paguei quase 300 reais num antivirus que veio note DELL,  @DellAjuda que nao serve muito e ainda tem uma maldita listra notebook
-1;ALERTA! Não comprem no Site da Dell! Comprei meu note 500 Gb no site Dell e achei no Site EXTRA mais barato e com 1T  Link permanente da imagem incorporada
-1;Dá uma olhada nessa reclamação que eu fiz contra Dell Computadores do Brasil no @ReclameAQUI - ... http://www.reclameaqui.com.br/13299560/dell-computadores-do-brasil/dell-nao-atende-seus-clientes-note-parado-ha-20-dias-se
-1;Tentando recuperar meu note com a @Dellajuda mas ta difícil. @ReclameAQUI - ... http://www.reclameaqui.com.br/13267513/dell-computadores-do-brasil/sem-suporte/ … Ver resumo
-1;1 hora e 46 min foi o tempo q fiquei no tel com o cara da dell pra dar um jeito nesse note, o ruim só foi o fato de não ter viva voz nessa p
-1;@CadeANess @KevinMonteiroo tenho um pc dell e eh so amor mas recentemente comprei um note e com 15 dias tava travando. Resumindo: PROCON ?
-1;nada pior que acordar ligar o note e descobrir que queimou a placa wifi </3 #dell @DellAjuda
-1;@DellnoBrasil Dell desrespeita consumidor, Conclusão: compro o note direto da Dell e mesmo depois da garantia sou obrigado a manter sua +
-1;Pelo menos vou vender finalmente meu note Dell, não quero nem cheiro dessa marca perto de mim nunca mais
-1;Comprei um note dell pouco antes de eu viajar de férias. Voltei domingo agora. O bicho já ta dando problemas. Pqp, sabe?
-1;Dá uma olhada nessa reclamação contra Dell Computadores do Brasil no @ReclameAQUI - Técnico au... http://www.reclameaqui.com.br/12977428/dell-computadores-do-brasil/tecnico-autorizado-destruiu-meu-note-na-garantia-e-a-del
-1;Sério Dell, eu tenho que decorar a quantidade de apitos que o retardado do meu note da ?
-1;Aff que bosta, meu note ta travando muito, de um jeito anormal... Porra é um Dell! Não era pra ser assim!
-1;Recebo tanto e-mail da Dell q qdo for comprar outro note, escolherei qualquer outra marca! #cansei #peguei_nojo
-1;Eu simplesmente não encontro no site da Dell como faço pra solicitar o suporte deles, pq meu note tá com problema numa das portas usb dele
-1;Meu note dá dando umas travada monstruosa. Mas não consigo atualizar os hardwares pelo site da dell, sos
-1;Então né, eu cliquei num negócio e o note reiniciou(ele tava fazendo algo de backup dell sei lá) aí né, foda
-1;A Dell cobrando a pequena quantia de R$ 1.500,00 pra trocar o lcd do meu note.  Existem várias formas de assalto, realmente..
-1;O @DellAjuda é a última esperança. Comprei Note c/ Office 2013. A Dell não mandou chave do produto e ainda me diz p/ resolver c/ a microsoft
-1;Cuidado com a Dell. Adquiri um Note Dell com Office incluído.  Não mandaram a chave do produto e ainda me mandam falar com a Microsoft .
-1;achava que a Dell era a menos pior dentre os notebooks e to a um ano quebrando a cara com o note indo e voltando da assistência
-1;Socorro, esse note da Dell sai o som EMBAIXO. Por que, designers, POR QUÊ???????????
-1;Me dá vontade de chorar quando eu percebo que o note. novinho que eu comprei da @Dell esta com problemas desde a 2ª sem. e eles n fazem nada
-1;Gente, a dell demora montar um note ein! #oh
-1;@DellAjuda Meu note Dell está dando 8 bips seguidos muito altos a todo momento, ele funciona perfeitmente mas acho q pode ser algum problema
-1;Preciso formatar meu note urgente. Mas essa dell é tão chata que se eu tentar formatar é capaz de ferrar ele mais ainda ?
-1;bateria do meu note dell parece que foi pro saco...mais essa...
-1;@SeuAssis só recomendo, se comprar dell, que se certifique que existe mesmo placa off, quando chegar o note.
-1;"Eu tava com um probleminha no note.Consultor da Dell falou q não tinha nada de errado.Agora o sistema está sendo restaurado por erro dele ;)"
-1;Pq os note da dell com intel i5 é tão caro? Ai q injusto, o i7 então nem se fala
-1;Dell, pior touchpad, pior conexão pra fone, pior processador ever. Que raiva desse note.
-1;Absolutamente irritado com a @Dell . Devolveram o note nem a manutenção e às vésperas do vecto da garantia.
-1;Formatando Note em Pleno #Domingo #Sofrencia #Dell #Inspiron #CasaDeFerreiroEspetoDePau  Link permanente da imagem incorporada
-1;A Dell me coloca 16gb de RAM e uma HD de apenas 5400rpm. Aí essa m* de note parece que é valvulado. Preciso comprar uma SSD urgente
-1;Frustado com o atendimento da Dell. Note c/ 3 semanas deu problema no carregador. Suporte ficou de me enviar um novo... @DellAjuda
-1;Precisa de suporte @Dell no fim de semana? Esqueça! Problemas no carregador do note novo na sexta noite, esperando ate 5 dias p repor!
-1;Queria muito que fosse mais rápido a atualização do note. A Dell só fode os caras.
-1;Cara da Dell ta aq troocando as peças do note(de novo). Espero q resolva dessa vez
-1;É a segunda vez que meu carregador para de funcionar misteriosamente. Dell só sabe fazer computador porque acertar no carregador de note...
-1;Meu note ta uma bosta, tenho que chamar a assistência da dell aqui em casa mas amanha to indo pra praia. Nem sei o que fazer
-1;Dois anos de note estragado e agora nem o reembolso e feito.Espero que a Dell se retrate e faça a coisa certa.Vou ficar aguardando....
-1;Como está essa análise @Dell @DellnoBrasil @DellAjuda @DellAjudaPRO ? A demora é de acordo com a competência? @Reclame_AQUI @entregadificil
-1;A @DellAjuda @DellAjudaPRO @Dell @DellnoBrasil confundi análise com terapia, quanto tempo vc levam p analisar?
-1;aí que not lixoooooooooo dell bosta
-1;Como se não bastasse meu celular estar estragado estragou o not também
-1;Essa merda de not novinho já ta dando problema. #Dell :/
-1;som do not da dell é baixinho, vou ter q largar uma gambiarra e conectar no som
-1;@DellnoBrasil @DellAjuda amigos estou com o segundo not defeituoso vendido pela DELL a mais de 10 dias tentando contato e sou enrolado
-1;EU TO ODIANDO TANTO A DELL POR NAO TER MANDADO O NOT AINDA PQ EU PODERIA TER VOTADO MAIS #WorthItVMA
-1;Comprei um not da dell,foi encontrado um problema, a quase um mês que tento resolver e não consigo, pois o suporte e horrível
-1;Esse Not da Dell nem presta sapoha Ta com problema de Junta!
-1;Meu notebook da Dell, chegou a uma semana aqui em casa.  Not novo, vindo da loja e já ta dando defeito... Oh marca bosta essa Dell
-1;ñ sei porque a #dell nunca fez os teclados dos seus not com luzes de led
-1;@marcuspessoa eu uso linux, e assim, quando comprei o not a dell só faz venda casada com windows.
-1;to tomando cada susto com o simbolo da Dell na tela do not ??
-1;linha de pc's / not's dell vostro não presta, haja paciência pra instalar os drivers  =X
-1;Not não tem nem 2 meses de uso, é já ta pipocando e olha que é da Dell
-1;Cara,as baterias dos not da dell não presta, já tive dois, e os dois são ruins
-1;"já está bom de ""zica"" tecnológica: dell c placa mãe em curto, acer c processador queimado, not novo travado pra w7, 2 pendrives queimados."
-1;MDS um not da dell 2.900 com esse dinheiro junto mais um pouco e compro um mac
-1;to na pira de arrancar este adesivo da Dell do not, afinal ta colando na minha mão esta merda
-1;Getting #spam from @Dell, but its not in English, so I cant read it. Está procurando acessórios básicos? #WTF #DellSpam
-1;A tela do not fico preta, ai liguei na dell pra resolve e agora to aqui no telefone ja faz mais de 1 hr
-1;Fui no site da Dell pra comprar um Not, vi e ja comprei, ai fui na Americanas bisbilhotar e o mesmo not ta absurdamente mais barato
-1;Dá uma olhada nessa reclamação contra Dell Computadores do Brasil no @ReclameAQUI - ... http://www.reclameaqui.com.br/14658650/dell-computadores-do-brasil/notebook-vostro-5470-com-problema-que-nao-tem-solucao/ …
-1;@Dell agora é Procom! Nem Reclame Aqui adianta mais! Fiquem atentos! Não comprem! Não presta! 3 dias esperando retorno, sem solução! 0 retweet 0 curtiu
-1;Reclame Aqui - Dell Computadores do Brasil - Equipamento com problema desde a aquisição http://fb.me/1Dc0didjI
-1;E eu que sempre recomendei a Dell. #QueDecepção http://www.reclameaqui.com.br/14610673/dell-computadores-do-brasil/brincando-de-lego/ …
-1;Reclame Aqui - Dell Computadores do Brasil - Tablet Dell Venue 7 3741-A10 - Não comprem de jeito... http://fb.me/6OyapnzOv
-1;Reclame Aqui - Dell Computadores do Brasil - Inspiron 14z 5423 parou de funcionar após... http://fb.me/6QAY6D6Sl
-1;Comprar memória pro notebook? Impossível! O jeito é reclamar da Dell no @ReclameAQUI: http://www.reclameaqui.com.br/14509101/dell-computadores-do-brasil/impossivel-adicionar-memoria-ao-notebook/ … @DellnoBrasil @Dell @Dellajuda
-1;Reclame Aqui - Dell Computadores do Brasil - VENDE A GARANTIA E NÃO CONSERTA O EQUIPAMENTO.... http://fb.me/4rQgIBNCv
-1;Não atualizem seus notebooks DELL para o windows 10. Queima a placa-mãe!!! http://www.reclameaqui.com.br/14337742/dell-computadores-do-brasil/dell-inspiron-14z-5423-nao-liga-apos-atualizacao-para-windo/ …
-1;@DellAjuda Agora que fui ver o ranking da Dell no ReclameAqui, só 29% das reclamações voltariam a fazer negócio, acho q entrei em uma furada
-1;Você acha que a @Dell tem notebooks com uma qualidade superior, você está enganado. #dell #dellLIXO #NÃOCOMPREDELL http://www.reclameaqui.com.br/14295761/dell-computadores-do-brasil/notebook-dell-qualidade-ruim/ …
-1;Reclame Aqui - Dell Computadores do Brasil - Preciso da Minha Chave de Ativação e a Dell esta... http://fb.me/4N5neMF6I
-1;Dá uma olhada nessa reclamação contra @Dell Computadores do Brasil no @ReclameAQUI - ... http://www.reclameaqui.com.br/14164806/dell-computadores-do-brasil/suporte-nao-e-confiavel/ … #dell
-1;TO IRADOO!
-1;Reclame Aqui - Microsoft - Windows 10 detonou meu Dell Inspiron 14z 5680 http://fb.me/6I32MAvka
-1;Essa novela precisa ter fim! @ReclameAQUI - ... http://www.reclameaqui.com.br/13747968/dell-computadores-do-brasil/tablet-dell-venue-8-nao-liga-mais-depois-de-carregar/ …
-1;Reclame Aqui - Dell Computadores do Brasil - garantia de notebook, já e a quarta vez MEU DEUS http://fb.me/47HRRfSEJ
-1;Dá uma olhada nessa reclamação contra Dell Computadores do Brasil no @ReclameAQUI - ... http://www.reclameaqui.com.br/13680758/dell-computadores-do-brasil/ultrabook-dell-vostro-5470-led-pisca-sem-parar/ …
-1;Dell - O barato que sai caro @ReclameAQUI http://www.reclameaqui.com.br/13629065/dell-computadores-do-brasil/dell-o-quot-barato-quot-que-sai-caro-atencao/ …
-1;Tentando recuperar meu note com a @Dellajuda mas ta difícil. @ReclameAQUI - ... http://www.reclameaqui.com.br/13267513/dell-computadores-do-brasil/sem-suporte/ …
-1;E eeeu papapapará gostava tanto de você... Dell Computadores do Brasil no @ReclameAQUI - ... http://www.reclameaqui.com.br/13243730/dell-computadores-do-brasil/laptop-sem-as-configuracoes-solicitadas-pacote-office-e-mcaf/ …
-1;DELL - descaso total com o cliente.  http://www.reclameaqui.com.br/12803214/dell-computadores-do-brasil/descaso-com-a-solicitacao-do-cliente/ …
-1;Reclame Aqui - Dell Computadores do Brasil - Item faltante - Compra realizada em 09/02/2015 e... http://fb.me/3JdGst0jN
-1;Dá uma olhada nessa reclamação contra Dell Computadores do Brasil no @ReclameAQUI http://www.reclameaqui.com.br/12744104/dell-computadores-do-brasil/cansada-do-tablet-dell-venue-8/ …
-1;Reclame Aqui - Dell Computadores do Brasil - NAO CARREGA MESMO COM O LED DA FONTE ACESO E VERDE http://fb.me/1WgtivmHa
-1;"A velocidade da ""troca avançada"" da Dell (substituição em garantia) é inversamente proporcional à pressa que eles... http://fb.me/7j5j7cdaR"
-1;@ReclameAQUI @DellAjuda @Dell Chamado aberto e sem previsão de solução.  Link permanente da imagem incorporada
-1;É muito fácil achar reclamações da @Dell @DellAjuda @DellnoBrasil não quer ter dor de cabeça, pesquise! http://www.reclameaqui.com.br/6789969/dell-computadores-do-brasil/problemas-sem-fim/ …
-1;@ProconRJ @ReclameAQUI Estou com um chamado aberto na @DEL desde de fevereiro e aguardando terceira visita há 8 dias.Etiqueta @DELL FKG8G22.
-1;"A @Dell @DellAjuda que manter contato apenas por ""DM"", vejam a imagem. #sqn @Reclame_AQUI @proteste @entregadificil  Link permanente da imagem incorporada"
-1;@dutrX @pontofrio_sac @ReclameAQUI essa porcaria da @dell tem esse trambique mesmo, não poupe o couro deles.
-1;A desculpa agora do suporte @Dell @DellnoBrasil @DellAjudaPRO é que tentaram contato e não conseguiram, estão de brincadeira! @Reclame_AQUI
-1;Desculpas eu já ouvi demais quero solução !!! http://fb.me/1zDEY5kJ3
-1;@SenaRanon @Dell @ReclameAQUI O problema foi dia 05.03, fiz todos os procedimentos, pagamento e só hoje irão AGENDAR a visita do técnico.
-1;Uma dor de cabeça chamada @Dell #PutoDaVida #Revotado #ServiçoPéssimo #Reclamação @ReclameAQUI
-1;Dell nega atendimento aos seus clientes no Reclame AQUI - RA Notícias http://www.reclameaqui.com.br/noticias/noticias/dell-nega-atendimento-aos-seus-clientes-no-reclame-aqui_1243/ …
-1;Não sei nem o motivo pelo qual fui comprar Dell. Já sabia dos problemas. Para quem pensa em cometer esse erro,... http://fb.me/74nsFOFRo
-1;Reclame Aqui - Dell Computadores do Brasil - garantia de 3 anos q nao funciona http://fb.me/3jgofJY8p
-1;Dá uma olhada nessa reclamação contra Dell Computadores do Brasil no @ReclameAQUI - ... http://www.reclameaqui.com.br/11992389/dell-computadores-do-brasil/como-perder-clientes/ …
-1;"um caso lamentável de uma suposta ""grande empresa"" que lança no mercado um produto com incompatibilidades na... http://fb.me/2raFn4mPv"
-1;Dá uma olhada nessa reclamação contra @Dell Computadores do Brasil no @ReclameAQUI - ... http://www.reclameaqui.com.br/11929129/dell-computadores-do-brasil/problemas-com-a-bateria/ … …
-1;E ai? O que a @DellnoBrasil vai fazer a respeito? Via @ReclameAQUI http://www.reclameaqui.com.br/11765480/dell-computadores-do-brasil/dell-nao-cumpre-termo-de-garantia-basico/ …
-1;Reclame Aqui - Dell Computadores do Brasil - Trinca no Touch Screen Display (tela) no notebook... http://fb.me/7akHL9Uc5
-1;Reclame Aqui - Dell Computadores do Brasil - Dell Inspiron 14 sem solução de problemas. http://fb.me/2SyEetUf6
-1;Continuo na batalha: @DellnoBrasil , esteja certa d q não desistirei até acordo satisfatório ou a justiça ser feita! http://www.reclameaqui.com.br/11551979/dell-computadores-do-brasil/total-desrespeito-descaso-e-atitude-de-editado-pelo-reclame/ …
-1;reclamação contra Dell @ReclameAQUI http://www.reclameaqui.com.br/11548179/dell-computadores-do-brasil/diga-nao-a-dell-o-suporte-nao-vale-mais-a-pena-assistencia/ …
-1;Reclame Aqui - Dell Computadores do Brasil - Dell nega atendimento em garantia http://fb.me/3y6oNrpUw
-1;Grande decepção com o Suporte da #Dell #reclameaqui Já!!!
-1;Reclame Aqui - Dell Computadores do Brasil - Dell erra na entrega e não cumpre prazo http://fb.me/6oW8KuPSt
-1;vejam os meus comentários a respeito da DELL no RECLAME AQUI.E vejam o que é a DELL de verdade.
-1;Minha adEvogada @IasmineEidelwei constatou que a @Dell possui o hábito de fazer venda casada. Diversos casos no Reclame Aqui.
-1;@DellnoBrasil @Dell @ReclameAQUI INSPIRON 15 5547 DEFEITO ! VEJAM O VIDEO !!! CUIDADO !!! https://www.youtube.com/watch?v=FrpAW-N0LFA …
-1;@DellnoBrasil @dell @ReclameAQUI  NÃO COMPREM !!! TELA COM MANHAS E SUPER AQUECIMENTO DO TECLADO, LINK FOTOS https://plus.google.com/u/0/photos/101077304909907964160/albums/6099113108751222449 …
1;@pontofrio quero mandar de volta e cancelar a compra, não gostei desse notebook prefiro muito mais um Dell depois dessa HP nunca mais.
1;@Irma_Zuleide notebook gosto da marca dell. Sites: o próprio site da dell, americanas, magazine luiza
1;VOLTA PRA MIM NOTEBOOK DA DELL SEU LINDO SINTO FALTA DE APERTAR SUAS TECLAS
1;Tinha um notebook Dell com falantes JBL e era um show. Troquei por um HP com Beats... FUÉN
1;Vou te trocar, notebook. Foi muito bom esses 5 anos q passamos juntos, love u mas n da p ser assim #dell #2011 Link permanente da imagem incorporada
1;@hey_mika Acredite a Dell é uma das poucas marcas  de notebook que ainda prestam. Tinha um notebook da HP que obsensor Wi Fi derretia...
1;Esse notebook da Dell tem uma tela LINDA, mas dá problema toda hora em driver de vídeo e é o que eu mais uso.
1;@DellnoBrasil compraria fácil um celular da Dell, depois do notebook que comprei amei
1;@olhardigital Boa edição ^^ Mas a minha escolha para o notebook seria a da Dell. ^^
1;Isso sim é um notebook. Mas poderia ser mais fino e leve. http://fb.me/44YKLpZz3
1;Notebook Latitude Dell teve hd substituido e formatado com sucesso windows 7 64bit.  um cliente satisfeito.
1;eu olho pro meu notebook agora e me amaldiçôo por não ter comprado um asus, acer ou um dell
1;Venho por meio desse Tweet q o notebook da @Dell é o melhor
1;Notebook da Positivo é péssimo, credo! Melhor notebook é Dell
1;Finalmente comprei um novo notebook. DELL I7 ❤ SEGUNDA-FEIRA ELE VAI SER MEU!  Muahahaahaja 0 retweet 1 curtiu Responder   Retweetar    Curtir  1
1;Acabei de ganhar um presentão do @alencarfisio um notebook novinho e bem top da @Dell! ??? 0 retweet 3 curtiram Responder   Retweetar    Curtir  3
1;Quando eu for comprar um notebook me lembrem de comprar o da Dell.  * garantia em domicílio.
1;CHEGOU!!! #AlegriaDeCriança #Dell #latitude3450 #PC #notebook #ggwp #happy https://instagram.com/p/6hv_5_CfdK/
1;não se transforma fusca em ferrari, assim como não se transforma notebook positivo em notebook dell.
1;Meu notebook deu um probleminha,    E assim que liguei no suporte Dell,  fui atendida logo,  o técnico que me atendeu foi super lega...
1;cegonha trouxe meu bebê ou seje a dell entregou meu notebook novo estou chorano
1;Vim aqui, pois tenho uma ótima notícia para vocês: teclado do notebook está arrumado. Obrigado aos serviços da Dell, empresa show.
1;Logo um precioso notebook Dell lindíssimo chega aqui em casa tô mt feliz
1;@ComputronNEWS  #YovoyaComputron  esta linda Notebook DeLL
1;Apaixonada pelo meu Notebook?❤️???? #dell #notebook #infostoreba #infostorecomputadores @… https://instagram.com/p/6Fvso8OuGn/
1;Notebook muito bom. Obrigado Dell! Pena que minha mesa quase não é o suficiente pra ter uma TV, um PS3, um PS4 e o Notebook!
1;notebook bom era o meu da dell so deu problema pq queimou por causa de um blackout
1;Quem lembra daquele Dell Adamo XPS? Era um notebook com só 9 mm de espessura. Era meio bizarro mas achava lindo
1;Esse notebook da Dell é quase tão fino quanto o meu chromebook :O
1;tem dois dell inspiron que são os que n são bosta, mas o resto tem tipo 1 hp muito lixo e dois positivo
1;Comprei um notebook da @Dell em 2009 e nunca deu problema, além disso está rodando o windows 10 sem nenhuma dificuldade. Parabéns!
1;Meu notebook voltou apos a atualização sem som... Ai tive que baixar o driver mais atual no site da @dell e rezei... Deu certo! #Windows10
1;o próximo notebook que entrar na minha vida vai ser um Dell
1;Apesar de não ganhar comissão da Dell, estou indicando esse notebook já com Windows 10 essa semana, achei um bom... http://fb.me/3LmgCFtQW
1;dessa vez, o notebook Dell passou pelos testes Bianca™ de qualidade
1;quero um notebook da Dell quero o vermelho
1;O atendimento pós-venda da @Dell não é elogiado à toa. Ambas as atendentes fizeram jus ao motivo da escolha do notebook q minha mãe adquiriu
1;Estava pensando em comprar notebook da Lenovo (@Lenovobr) mas os da Dell (@DellnoBrasil) são incríveis principalmente a edição especial.
1;meu próximo notebook, pqp <3 http://www.dell.com/br/p/inspiron-15-5548-laptop/pd?oc=cai5548w8s1612654brp051ntw&model_id=inspiron-15-5548-laptop …
1;Recomendação de notebook para uso Intermediário: Notebook Dell Inspiron i14-3443-B40 Link de compra pelo... http://youtu.be/pr9kmggvPcw?a
1;MEU FILHO NAO MORREU, SENHOR AMADO FORAM 900 CONTO ECONOMIZADOS NESSE MES DE JULHO, OBRIGADA DELL POR NAO FAZER UM NOTEBOOK TAO PORCARIA
1;Aff preciso MT de um notebook @Dell ajuda nois aí
1;agora que meu notebook, pediu carga, 6h na bateria dell sua linda.
1;@renatadiem Eu tenho um Dell que está funcionando há 7 anos. Ainda está firme e forte, mas virou notebook secundário.
1;@intelbrasil Meu primeiro pc na verdade é um notebook Dell Inspiron com Intel Core i5. #AmorAPrimeiraVista #NuncaVouEsquecer
1;@LeoRdgs @lord_davi bom ponto, mas já tive problema com notebook então quero uma marca confiável, e das atuais só gosto da Dell.
1;Comprei meu notebook da @DellnoBrasil  ? pelo site da  ? @pontofrio ? deve chegar semana que vem?. Comprei dell por confiança na marca.
1;Como uma Ferrari, ultrabook Dell XPS 13 tem potência e preço alto: O Dell XPS 13 não é um notebook para quem q... http://abr.ai/1L340rc
1;Meu notebook tá todo fodido. Tenho é que começar a trabalhar logo pra comprar outro e um outro cel também. Quero outro Dell
1;Notebook da Dell é muito bom ???
1;a propósito, vi um notebook lindo hoje, da Dell, era quadradão do jeito q eu gosto asoidhjasiofd
1;obrigado michael da dell pela atenção migo mas meu notebook voltou a estar bem
1;@confidobrev samsung, sony e dell são as melhores pra notebook
1;Finalmente meu notebook novo chegou! Agora eu 'tou com a @Dell.
1;notebook natinha...http://www.walmart.com.br/produto/Informatica/Notebooks/Acer/493 …... — o segundo! dell eh vida <3 http://ask.fm/a/c919n8lb
1;Desliguei o outro notebook só pra usar o Dell e nossa, que sileeeencio HUAHUAHUAHua
1;tive DELL por 3 anos e meio e foi um notebook muito bom, esse ASUS agora tá me parecendo tão bom quanto :D
1;a melhor coisa do notebook da dell é o teclado iluminado, era um sacrifício digitar no escurto
1;Pessoal, quem precisar de um Notebook pode ir nesse que vale muito a pena: Dell Core i7 com 16gb de memória... http://fb.me/1KAQPUHKv
1;Enfim, a formatação do notebook ficou perfeita. O desempenho está 100% do Vostro 3560. Parabéns a @Dell por deixar os drivers atualizados
1;Boa noite, pessoal! Meu notebook chegou, fiquei até surpreso com a rapidez que montaram e mandaram. Parabéns, @Dell.
1;Nunca, jamais, em hipótese nenhuma troque um notebook @Dell por um @SamsungBrasil #fizbesteira
1;Design é pouco pro XPS 13. Que notebook lindo. http://del.ly/6018B6ZSG
1;Notebook Dell... Agilidade e ótima performance para realizar as mais variadas tarefas.
1;vi um notebook p-e-r-f-e-i-t-o ontem na saraiva, Dell, i7 5ª geração, tela touch, 8G, teclado retroiluminado e virava mesa digitalizadora?
1;Próximo sonho de consumo: Notebook Dell Inspiron 7000. PIREI NESSE NEGÓCIO
1;@noranblt A letra é feia, mas, pelo menos tem o notebook da Dell
1;Alguém me dá um notebook Dell, tô apaixonado por esse teclado molinho e gostoso de digitar, ai tô apaixonado mesmo.
1;saudades de quando eu tinha um notebook da dell
1;Cara meu notebook tá um lixo, preciso de um Dell Inspiron já!
1;4 dias para o meu aniversário. Q foda esse PC né mãe! ? http://www.submarino.com.br/produto/122565536/notebook-2-em-1-dell-inspiron-13-7348-a20-intel-core-i5-4gb-500gb-led-full-hd-13-3-windows-8.1 …
1;A loja Dell deu um notebook novo, de última geração (de uma linha bem melhor do que ela vai comprado), pra minha tia
1;Só compro notebook da Dell agora, sem comparações
1;In love com meu novo notebook da Dell... Depois de séculos usando um netbook... rs... E nem tenho coragem de me desfazer do pequenino... rs
1;Vejam só : Entrou para manutenção um notebook Dell, que por sinal excelente qualidade. Após diagnostico com nossa... http://fb.me/7qma4VaHg
1;nossa esse notebook novo da Dell que minha tia comprou é ótimo, principalmente o teclado pra digitar
1;Só desabafando, preciso de um notebook novo urgentemente de preferencia um Dell pois o HP que eu tenho já morreu....?
1;@tcurvelo além disso a garantia da Dell é excelente. Meu último notebook deu problema no hd e eles foram trocar na minha casa
1;Sem falar que o notebook da Dell é maravilhoso. Parabéns você que dá 5 mil em um só por causa de uma maçã.
1;Demolidor me fez pensar em como estou comprando as coisas bacanas. TV e celular da Samsung, como no seriado. Notebook da Dell.
1;Melhor coisa do notebook novo que a Dell me mandou foi que o auto falante é tipo, waayyyyy loud!!!! <3<3<3Dell<3<3<3
1;Quero e preciso me comprar um notebook. E quero da Dell!
1;@luuan__ notebook do Sheldon é Dell. Melhor argumento não há. ?
1;Teclado e usbs pararam de funcionar no meu notebook, o que fazer? @LGUS jogar fora e comprar um @Dell???
1;Sobre meu notebook, a Dell viu que tem algo estranho e vai mandar alguém vim arrumar. YAY
1;Se me permitissem escolher o novo Macbook e o Dell XPS 13,eu escolheria fácil o modelo da Dell. É muito mais notebook.
1;E aqui em casa mesmo fez a troca por uma placa novinha. E tenho meu notebook inteirinho, intacto e normal novamente ? Entao, valeu @Dell!
1;notebook tem q ser dell memo né mano num tem jeito
1;@mediarequentada sério, um notebook top da dell q é ótimo pra edição de vídeo é METADE do preço. e tudo bem q vai ter q trabalhar com adobe
1;eu queria tanto um notebook da dell ou hp
1;Não vejo a hora de chegar meu notebook fodástico da @Dell direto do @submarino
1;Meu pc de casa faleceu. Depois de tanta pesquisa comprei um notebook Dell ? Obrigada a todos pela indicação.
1;Depois da Dell, qual a melhor marca de notebook?
1;E é por isso que meu proximo notebook vai ser um Dell: https://macmagazine.com.br/wp-content/uploads/2015/03/09-tabela-notebooks.jpg?61d3b0 … pq ó… Sem chances
1;Foi amor a primeira vista
1;O melhor desse notebook dell eh que liga e desliga tao rápido s2
1;Notebook da Dell do meu pai nem trava e rápido p crl
1;Finalmente com meu notebook funcionando novamente! - O bom da Dell (quando merece eu falo) é que todo os serviço... http://fb.me/40r8104v0
1;vai toma no cu notebook da dell é muito bom
1;meu pai me deu um notebook Dell tão lindo que eu tô até chorando sangue <3
1;@DellAjuda Em 6 dias úteis o técnico veio em casa e realizou o reparo no meu notebook. Parabéns, Dell! :)
1;3 meses com meu notebook da dell com o Linux, e nunca vi travar, o outro note de casa recém formatado menos de um mês já travou 3x
